Participant	Trial_number	Trial_order	Error_code	RT	Word	len	fam	conc	freko	ort	N	H	Hrel	T	pp1	pp1_pp2
Participant_2	67	61	1	731	MOST	4	6.71	6.22	526	8	14	3.092964443	0.812365673	0.187634327	0.272727273	0.090909091
Participant_2	68	313	1	1141	TALAS	5	6.47	5.43	476	3	18	3.699479461	0.887181295	0.112818705	0.267605634	0.183098592
Participant_2	69	108	1	751	IZVOR	5	6.31	5.04	463	4	10	2.845732737	0.856650914	0.143349086	0.29787234	0.106382979
Participant_2	70	285	1	1011	STENA	5	6	6.81	318	9	14	3.184856838	0.836501168	0.163498832	0.23255814	0.046511628
Participant_2	71	85	1	561	UGAO	4	6.13	4.39	314	5	7	2.597635248	0.925296345	0.074703655	0.229166667	0
Participant_2	72	230	1	891	KLUPA	5	6.59	6.81	184	4	10	2.588361835	0.779174552	0.220825448	0.333333333	0.088888889
Participant_2	73	51	1	741	FORMA	5	6	2.65	164	3	13	3.0776388	0.831695429	0.168304571	0.333333333	0.157894737
Participant_2	74	231	1	812	ORGAN	5	6.53	5.38	148	2	5	1.840738259	0.792762818	0.207237182	0.486486486	0.216216216
Participant_2	75	128	1	671	POZIV	5	6.37	3.57	143	2	12	3.114257639	0.868700199	0.131299801	0.266666667	0.1
Participant_2	76	271	1	801	POŠTA	5	6.81	5.86	106	3	9	2.707139124	0.85400731	0.14599269	0.244444444	0.022222222
Participant_2	77	25	1	771	SASTAV	6	6.18	3.57	100	1	10	2.933967138	0.883212115	0.116787885	0.25862069	0.068965517
Participant_2	78	233	1	781	SCENA	5	6.26	4.33	69	5	16	3.143946569	0.785986642	0.214013358	0.253731343	0.044776119
Participant_2	79	33	1	1031	KAPAK	5	6.24	6.3	66	7	5	1.721817137	0.741546278	0.258453722	0.485714286	0.142857143
Participant_2	80	290	1	731	SMER	4	5.83	3.43	52	9	13	3.295225142	0.890495561	0.109504439	0.260869565	0.130434783
Participant_2	81	53	1	691	TEZA	4	4.71	1.96	38	12	7	2.457780591	0.875479111	0.124520889	0.303030303	0.03030303
Participant_2	82	211	1	751	USPON	5	5.94	4.1	37	0	6	2.128825262	0.823542029	0.176457971	0.365853659	0.073170732
Participant_2	83	14	1	691	BALON	5	6.84	6.65	29	3	10	2.935390812	0.883640683	0.116359317	0.260869565	0.043478261
Participant_2	84	190	1	1242	PATENT	6	4.94	4.29	11	0	6	2.209407364	0.854715441	0.145284559	0.379310345	0.103448276
Participant_2	85	68	1	691	PRAŠAK	6	6.33	6.48	10	4	9	2.83494675	0.894326127	0.105673873	0.18	0.02
Participant_2	86	272	1	971	KORAK	5	6.65	5.48	981	8	13	3.339258469	0.902395046	0.097604954	0.20754717	0.075471698
Participant_2	87	47	1	731	GRUPA	5	6.47	4.96	521	4	25	4.106155623	0.884212485	0.115787515	0.205882353	0.102941176
Participant_2	88	176	1	661	SAVET	5	6.63	2.48	478	6	10	2.742293702	0.825512661	0.174487339	0.422222222	0.333333333
Participant_2	89	16	1	701	IGRA^	5	6.41	6.3	281	2	10	2.605089836	0.784210182	0.215789818	0.306122449	0
Participant_2	90	209	1	781	LOPTA	5	6.79	6.57	270	0	10	2.805370481	0.844500664	0.155499336	0.24137931	0
Participant_2	91	67	1	721	KOMAD	5	6.47	5.26	262	1	13	3.108350206	0.839994823	0.160005177	0.25	0.038461538
Participant_2	92	232	1	861	PLATNO	6	6.39	6.33	173	6	7	2.002835545	0.713424416	0.286575584	0.386363636	0.045454545
Participant_2	93	114	1	1182	MARKA	5	6.63	5.26	155	13	9	2.535294237	0.799796284	0.200203716	0.306451613	0.032258065
Participant_2	94	302	1	691	KURS	4	6	2.57	125	1	6	2.265269149	0.876325729	0.123674271	0.276595745	0.042553191
Participant_2	95	106	1	681	LOZA	4	6	4.57	91	12	8	2.397067778	0.799022593	0.200977407	0.327272727	0.072727273
Participant_2	96	198	1	681	TEKST	5	6.65	6.1	87	1	6	2.263061504	0.875471696	0.124528304	0.366666667	0.133333333
Participant_2	97	130	0	0	BRADA	5	6.56	6.7	73	6	5	1.702606614	0.733272756	0.266727244	0.418604651	0
Participant_2	98	173	1	771	TRAKA	5	6.63	6.29	64	12	23	4.124636954	0.911811752	0.088188248	0.126436782	0.011494253
Participant_2	99	29	1	791	VRE]A	5	6.39	6.52	51	4	9	2.580841317	0.814164788	0.185835212	0.382352941	0.205882353
Participant_2	100	262	1	801	SALON	5	6.32	6.1	47	4	11	2.829732674	0.817976184	0.182023816	0.347826087	0.195652174
Participant_2	101	150	1	871	PRENOS	6	6.06	2.7	43	1	14	3.040306297	0.798535035	0.201464965	0.280701754	0.035087719
Participant_2	102	319	1	981	SFERA	5	4.89	3.29	21	2	8	2.457492622	0.819164207	0.180835793	0.340425532	0.106382979
Participant_2	103	83	1	891	PROFIL	6	6.21	4.91	11	1	13	3.022310144	0.816743515	0.183256485	0.339622642	0.150943396
Participant_2	104	226	1	851	KORICA	6	6.28	6.57	10	11	14	3.236059091	0.849949415	0.150050585	0.282608696	0.108695652
Participant_2	105	9	1	631	GRUDI	5	6.42	6.48	831	1	10	2.479748103	0.746478561	0.253521439	0.377777778	0.066666667
Participant_2	106	212	1	841	IZBOR	5	6.56	2.29	406	1	16	3.583179421	0.895794855	0.104205145	0.155555556	0.022222222
Participant_2	107	132	1	701	ZVONO	5	6.61	6.7	375	0	16	3.538045596	0.884511399	0.115488601	0.169014085	0.014084507
Participant_2	108	320	1	601	KOŽA	4	6.84	6.81	273	18	14	3.060207199	0.803761998	0.196238002	0.290909091	0.090909091
Participant_2	109	44	1	851	IZRAZ	5	6.25	2.3	152	2	10	3.096803446	0.932230728	0.067769272	0.215686275	0.058823529
Participant_2	110	168	1	681	POJAVA	6	6.33	2.52	142	2	16	3.630833962	0.90770849	0.09229151	0.172413793	0.017241379
Participant_2	111	34	1	561	KANAL	5	6.06	5.22	109	4	18	3.779384068	0.906343416	0.093656584	0.163934426	0.016393443
Participant_2	112	216	1	761	SLUH	4	6.47	3.05	98	3	6	1.954831047	0.756231878	0.243768122	0.418604651	0.069767442
Participant_2	113	74	1	681	POLET	5	5.28	1.83	83	6	7	2.402841154	0.855909289	0.144090711	0.411764706	0.264705882
Participant_2	114	208	1	761	PRILOG	6	6.18	3.48	74	2	8	2.536298854	0.845432951	0.154567049	0.318181818	0.068181818
Participant_2	115	69	1	601	UKUS	4	6.63	4.09	69	1	10	2.844565503	0.856299541	0.143700459	0.3125	0.166666667
Participant_2	116	265	1	1392	OKLOP	5	5.75	6.52	52	1	9	2.737474492	0.863577053	0.136422947	0.292682927	0.073170732
Participant_2	117	73	1	661	OCENA	5	6.78	4	50	3	6	2.305866621	0.892030975	0.107969025	0.375	0.15
Participant_2	118	163	1	811	OBRADA	6	6.05	2.67	46	2	14	3.290685131	0.86429692	0.13570308	0.222222222	0.079365079
Participant_2	119	15	1	1051	SAMICA	6	5.67	4.91	32	2	8	2.13530321	0.711767737	0.288232263	0.484848485	0.242424242
Participant_2	120	318	1	731	KRZNO	5	6.32	6.81	30	1	5	1.871991555	0.80622288	0.19377712	0.346938776	0.040816327
Participant_2	121	7	1	1071	GLUMA	5	6.47	2.57	22	0	7	2.440410816	0.869291872	0.130708128	0.27027027	0
Participant_2	122	228	1	721	SERVIS	6	5.59	4.95	14	2	10	2.696095618	0.811605652	0.188394348	0.290909091	0.054545455
Participant_2	123	35	1	771	SKAKA^	6	5.95	5.87	12	0	9	2.510051812	0.791833186	0.208166814	0.358974359	0.128205128
Participant_2	124	260	1	681	MIRIS	5	6.44	4.76	657	0	8	2.59942056	0.86647352	0.13352648	0.288888889	0.044444444
Participant_2	125	94	1	891	MINUT	5	6.79	2.57	414	3	8	2.602095837	0.867365279	0.132634721	0.227272727	0
Participant_2	126	213	1	821	PLOD	4	6.29	6.29	270	3	10	2.868875873	0.863617692	0.136382308	0.229166667	0
Participant_2	127	20	1	671	ZRNO	4	6.56	6.3	125	5	10	3.028414364	0.911643563	0.088356437	0.2	0.036363636
Participant_2	128	196	1	992	GUMA	4	6.58	6.76	75	16	15	3.183502071	0.814842902	0.185157098	0.218390805	0.045977011
Participant_2	129	90	1	1362	PEŠAK	5	6.65	6.61	74	4	5	1.957970207	0.84325187	0.15674813	0.341463415	0.024390244
Participant_2	130	206	1	701	MOTIV	5	6.26	1.57	71	0	10	2.977799421	0.896406947	0.103593053	0.31372549	0.176470588
Participant_2	131	104	1	691	IZLET	5	6.06	4.13	58	4	11	2.972000936	0.859100934	0.140899066	0.361111111	0.25
Participant_2	132	311	1	771	SIGNAL	6	5.59	4.14	40	0	15	3.73868857	0.956947342	0.043052658	0.12	0
Participant_2	133	45	1	921	CREVO	5	6.63	6.39	33	1	12	2.511985976	0.700700768	0.299299232	0.339285714	0
Participant_2	134	223	1	851	SNIMAK	6	6.12	5.52	21	1	12	3.021127473	0.842722197	0.157277803	0.25	0.075
Participant_2	135	109	1	641	DUGME	5	6.53	6.96	20	0	5	2.022339901	0.870974388	0.129025612	0.428571429	0.19047619
Participant_2	136	245	1	801	TERMIN	6	6	2.57	19	1	6	2.214192447	0.856566564	0.143433436	0.444444444	0.25
Participant_2	137	79	1	831	ALBUM	5	6.56	6.52	15	0	5	2.122550996	0.914132957	0.085867043	0.317073171	0.024390244
Participant_2	138	218	1	681	DINAR	5	6.89	6.38	894	1	5	1.848273802	0.796008199	0.203991801	0.409090909	0.090909091
Participant_2	139	31	1	651	DOKTOR	6	6.72	5.96	623	0	4	1.597012012	0.798506006	0.201493994	0.425	0.025
Participant_2	140	180	1	671	USLOV	5	5.84	2.05	422	0	11	2.967407858	0.857773237	0.142226763	0.3	0.125
Participant_2	141	159	1	1382	PESAK	5	6.29	6.65	320	6	9	2.847742679	0.898362793	0.101637207	0.266666667	0.066666667
Participant_2	142	291	1	581	VRAT	4	6.44	7	251	5	13	2.696073612	0.728581957	0.271418043	0.5	0.388888889
Participant_2	143	154	1	1091	KLUB	4	6.68	4.91	143	0	13	3.040747648	0.821726033	0.178273967	0.225806452	0.016129032
Participant_2	144	264	1	651	BALKON	6	6.19	6.95	71	0	5	1.565330364	0.674151093	0.325848907	0.586206897	0.310344828
Participant_2	145	148	1	841	SLOJ	4	5.74	4.09	55	5	11	2.956302796	0.854563154	0.145436846	0.274509804	0.078431373
Participant_2	146	256	1	741	OBIM	4	6	3.6	44	2	8	2.473444716	0.824481572	0.175518428	0.382352941	0.176470588
Participant_2	147	36	1	731	CIKLUS	6	5.59	1.96	35	0	19	3.67745504	0.865705695	0.134294305	0.178571429	0.017857143
Participant_2	148	278	1	751	TEZGA	5	6.16	6.38	26	0	6	2.094115065	0.810114291	0.189885709	0.425	0.175
Participant_2	149	111	1	912	BOKS	4	5.82	5.7	21	1	9	2.707759485	0.854203012	0.145796988	0.355555556	0.222222222
Participant_2	150	204	1	992	POSKOK	6	5.67	6.48	10	1	5	1.704376595	0.734035046	0.265964954	0.486486486	0.162162162
Participant_3	1	63	1	631	SILA	4	6.53	2.26	365	13	23	3.9866272	0.881302663	0.118697337	0.157142857	0.042857143
Participant_3	2	202	1	951	KLJU^	5	6.83	6.57	106	1	11	2.993383997	0.865282025	0.134717975	0.260869565	0.101449275
Participant_3	3	11	1	681	STOPA	5	5.94	4.52	379	6	8	2.615237284	0.871745761	0.128254239	0.264150943	0.018867925
Participant_3	4	265	1	671	POJAS	5	6.35	5.86	111	2	16	3.521572322	0.880393081	0.119606919	0.1875	0.03125
Participant_3	5	82	1	801	STEPEN	6	5.94	2.35	106	1	11	2.861359119	0.827118277	0.172881723	0.240740741	0
Participant_3	6	242	1	591	JEZIK	5	6.88	5.24	537	2	14	3.094741925	0.812832528	0.187167472	0.25	0.035714286
Participant_3	7	47	1	611	RA^UN	5	6.71	5.7	274	0	14	3.304751846	0.867991536	0.132008464	0.215384615	0
Participant_3	8	260	1	851	LINIJA	6	6.74	4.81	226	5	34	4.44771879	0.874250865	0.125749135	0.134020619	0.020618557
Participant_3	9	22	1	631	KRUNA	5	6.31	6.43	111	1	11	2.783599765	0.804640783	0.195359217	0.309090909	0.072727273
Participant_3	10	264	1	561	VATRA	5	6.74	6.24	719	2	18	3.781392736	0.906825119	0.093174881	0.134328358	0.014925373
Participant_3	11	107	1	881	KRUG	4	6.82	4.65	633	3	21	3.757215225	0.855406125	0.144593875	0.296296296	0.203703704
Participant_3	12	291	1	591	PRUGA	5	6.22	6.67	457	1	9	2.533689841	0.799290153	0.200709847	0.395348837	0.186046512
Participant_3	13	115	1	731	SISTEM	6	6.42	2.35	254	0	24	4.049347252	0.883180015	0.116819985	0.136986301	0.02739726
Participant_3	14	289	1	701	ŽICA	4	6.33	6.62	396	10	14	3.433678532	0.90185407	0.09814593	0.178571429	0.017857143
Participant_3	15	98	1	621	MERA	4	5.72	2.83	381	18	14	3.289092559	0.863878631	0.136121369	0.244897959	0.06122449
Participant_3	16	206	1	711	OBLIK	5	6.18	4.05	309	4	13	2.968114123	0.802097683	0.197902317	0.411764706	0.294117647
Participant_3	17	45	1	822	VENAC	5	5.94	6.39	176	1	14	3.298519443	0.866354598	0.133645402	0.216666667	0.05
Participant_3	18	188	1	701	?AVO	4	6.42	2.43	62	2	23	4.088753516	0.90387919	0.09612081	0.140625	0.03125
Participant_3	19	111	1	601	^VOR	4	6.5	5.78	61	2	16	3.460495567	0.865123892	0.134876108	0.29787234	0.191489362
Participant_3	20	195	1	731	MATICA	6	5	4.43	42	8	9	2.779762843	0.876917543	0.123082457	0.31372549	0.156862745
Participant_3	21	141	1	641	LIST	4	6.65	6.65	652	7	11	2.985431707	0.862983298	0.137016702	0.26984127	0.063492063
Participant_3	22	295	1	591	MASA	4	6.12	3.9	269	17	11	3.011683133	0.870571662	0.129428338	0.216666667	0.016666667
Participant_3	23	32	1	812	STAV	4	6.5	1.52	263	7	12	2.638291106	0.735932693	0.264067307	0.38	0.1
Participant_3	24	180	1	681	TA^KA	5	6.82	4.57	190	4	15	3.342002971	0.855412479	0.144587521	0.227272727	0.03030303
Participant_3	25	136	1	741	STRUK	5	6.22	6.04	101	2	8	2.370998236	0.790332745	0.209667255	0.473684211	0.315789474
Participant_3	26	181	1	951	PISAK	5	3.71	5.19	25	12	9	2.889097656	0.911408836	0.088591164	0.28125	0.09375
Participant_3	27	50	1	881	POSAO	5	6.88	3.48	999	5	8	2.748880254	0.916293418	0.083706582	0.229166667	0.041666667
Participant_3	28	196	1	881	VEZA	4	6.61	3.14	493	12	22	3.808853283	0.854111826	0.145888174	0.17721519	0.012658228
Participant_3	29	102	1	631	VISINA	6	6.71	4	408	3	17	3.524585534	0.862291762	0.137708238	0.245283019	0.113207547
Participant_3	30	303	1	600	GOVOR	5	6.74	4.33	403	2	17	3.326103864	0.813733114	0.186266886	0.215384615	0.015384615
Participant_3	31	69	1	651	CENTAR	6	6.82	3.7	396	1	17	3.648357975	0.892572756	0.107427244	0.171428571	0.057142857
Participant_3	32	219	1	741	MREŽA	5	6.47	5.81	328	2	25	4.097823642	0.882418291	0.117581709	0.1625	0.0375
Participant_3	33	29	1	751	PLO^A	5	6.53	6.48	168	2	17	3.3568706	0.821260212	0.178739788	0.271428571	0.1
Participant_3	34	276	1	601	SKOK	4	6.5	4.67	141	6	13	3.222573884	0.870862419	0.129137581	0.25	0.05
Participant_3	35	155	1	701	KOREN	5	6.32	5.57	139	5	15	3.33333961	0.853195023	0.146804977	0.211764706	0.035294118
Participant_3	36	175	1	921	KOMORA	6	5.29	4.9	72	2	17	3.419987202	0.836701723	0.163298277	0.2	0
Participant_3	37	67	1	1142	RADNJA	6	6.67	3.52	60	1	8	2.281809247	0.760603082	0.239396918	0.346153846	0
Participant_3	38	229	1	691	FIGURA	6	6.33	5.57	51	3	14	3.389473829	0.890243725	0.109756275	0.2	0.05
Participant_3	39	71	1	571	KOLA^	5	6.89	6.91	36	7	8	2.488643463	0.829547821	0.170452179	0.4	0.228571429
Participant_3	40	290	1	961	ZAKON	5	6.32	3.05	431	3	8	2.535837836	0.845279279	0.154720721	0.339622642	0.094339623
Participant_3	41	12	1	631	PISMO	5	6.71	6.48	416	1	8	2.365524134	0.788508045	0.211491955	0.29787234	0.042553191
Participant_3	42	272	1	580	ZNAK	4	6.28	4.76	267	3	14	3.32899009	0.874357699	0.125642301	0.21875	0.0625
Participant_3	43	9	1	881	LANAC	5	6.63	6.22	212	8	19	3.534193017	0.831980538	0.168019462	0.197530864	0.024691358
Participant_3	44	317	1	701	STRUJA	6	6.44	4.86	163	5	9	2.658926886	0.838798042	0.161201958	0.304347826	0.02173913
Participant_3	45	105	1	611	POTEZ	5	5.67	3.3	135	4	9	2.573077618	0.811715614	0.188284386	0.325581395	0.046511628
Participant_3	46	232	1	811	REBRO	5	6.12	6.57	111	0	6	1.885265414	0.729320218	0.270679782	0.485714286	0.171428571
Participant_3	47	14	1	761	OBRU^	5	5.24	6.13	60	1	13	3.112107234	0.841010115	0.158989885	0.222222222	0
Participant_3	48	226	1	611	MODEL	5	6.44	4.71	36	1	14	3.613897918	0.949188608	0.050811392	0.14084507	0.014084507
Participant_3	49	110	1	681	DVOJKA	6	6.71	4.04	11	2	11	2.796773642	0.808448887	0.191551113	0.272727273	0.054545455
Participant_3	50	231	1	631	ŠKOLA	5	6.95	6.1	885	3	13	3.031324574	0.819179558	0.180820442	0.307692308	0.134615385
Participant_3	51	147	1	691	POKRET	6	6.53	4.39	365	1	20	3.814736466	0.882646907	0.117353093	0.166666667	0.018518519
Participant_3	52	240	1	901	OBLAST	6	5.82	3.7	222	2	11	3.114163701	0.900195189	0.099804811	0.222222222	0.018518519
Participant_3	53	53	1	921	PRAVAC	6	6.67	2.57	208	6	16	3.449087797	0.862271949	0.137728051	0.25	0.0625
Participant_3	54	236	1	641	OSNOVA	6	6.22	2.81	193	1	11	2.950747566	0.852957333	0.147042667	0.212765957	0.042553191
Participant_3	55	77	1	742	^LANAK	6	6.11	5.87	146	0	9	2.0130638	0.635050924	0.364949076	0.4	0.022222222
Participant_3	56	224	1	631	MOMAK	5	6.82	6.43	118	6	6	1.88962511	0.731006778	0.268993222	0.421052632	0.078947368
Participant_3	57	151	1	611	KLJUN	5	5.88	6.74	115	0	6	1.814734616	0.702035181	0.297964819	0.580645161	0.387096774
Participant_3	58	238	1	631	BLOK	4	6.56	5.52	88	3	16	3.542401928	0.885600482	0.114399518	0.179487179	0.012820513
Participant_3	59	149	1	721	GRA?A	5	6.06	4.13	79	5	7	2.123912912	0.756553044	0.243446956	0.340909091	0.045454545
Participant_3	60	184	1	731	]ELIJA	6	6	4.24	66	4	12	2.831562483	0.78984438	0.21015562	0.3	0.016666667
Participant_3	61	119	1	962	TABLA	5	6.82	6.78	63	1	14	3.132719402	0.822807294	0.177192706	0.277777778	0.055555556
Participant_3	62	294	1	1352	BERBA	5	5.67	5.29	41	3	7	2.612650233	0.93064479	0.06935521	0.272727273	0.045454545
Participant_3	63	127	1	681	ZGLOB	5	6.35	6.52	34	0	5	1.632877337	0.703241991	0.296758009	0.633333333	0.5
Participant_3	64	166	1	711	MEHUR	5	5.67	6.05	22	1	10	2.792982938	0.840771642	0.159228358	0.268292683	0.024390244
Participant_3	65	160	1	711	DISK	4	6.42	6.43	15	2	10	2.726246264	0.820681901	0.179318099	0.3	0.02
Participant_3	66	296	1	631	METAR	5	6.53	4.57	531	8	8	2.349533685	0.783177895	0.216822105	0.421052632	0.184210526
Participant_3	67	3	1	761	MOST	4	6.71	6.22	526	8	14	3.092964443	0.812365673	0.187634327	0.272727273	0.090909091
Participant_3	68	243	1	661	TALAS	5	6.47	5.43	476	3	18	3.699479461	0.887181295	0.112818705	0.267605634	0.183098592
Participant_3	69	66	1	711	IZVOR	5	6.31	5.04	463	4	10	2.845732737	0.856650914	0.143349086	0.29787234	0.106382979
Participant_3	70	222	1	962	STENA	5	6	6.81	318	9	14	3.184856838	0.836501168	0.163498832	0.23255814	0.046511628
Participant_3	71	72	1	581	UGAO	4	6.13	4.39	314	5	7	2.597635248	0.925296345	0.074703655	0.229166667	0
Participant_3	72	203	1	711	KLUPA	5	6.59	6.81	184	4	10	2.588361835	0.779174552	0.220825448	0.333333333	0.088888889
Participant_3	73	134	1	551	FORMA	5	6	2.65	164	3	13	3.0776388	0.831695429	0.168304571	0.333333333	0.157894737
Participant_3	74	306	1	1192	ORGAN	5	6.53	5.38	148	2	5	1.840738259	0.792762818	0.207237182	0.486486486	0.216216216
Participant_3	75	44	1	731	POZIV	5	6.37	3.57	143	2	12	3.114257639	0.868700199	0.131299801	0.266666667	0.1
Participant_3	76	162	1	641	POŠTA	5	6.81	5.86	106	3	9	2.707139124	0.85400731	0.14599269	0.244444444	0.022222222
Participant_3	77	133	1	601	SASTAV	6	6.18	3.57	100	1	10	2.933967138	0.883212115	0.116787885	0.25862069	0.068965517
Participant_3	78	170	0	0	SCENA	5	6.26	4.33	69	5	16	3.143946569	0.785986642	0.214013358	0.253731343	0.044776119
Participant_3	79	35	1	1212	KAPAK	5	6.24	6.3	66	7	5	1.721817137	0.741546278	0.258453722	0.485714286	0.142857143
Participant_3	80	266	1	911	SMER	4	5.83	3.43	52	9	13	3.295225142	0.890495561	0.109504439	0.260869565	0.130434783
Participant_3	81	108	1	711	TEZA	4	4.71	1.96	38	12	7	2.457780591	0.875479111	0.124520889	0.303030303	0.03030303
Participant_3	82	237	1	721	USPON	5	5.94	4.1	37	0	6	2.128825262	0.823542029	0.176457971	0.365853659	0.073170732
Participant_3	83	140	1	661	BALON	5	6.84	6.65	29	3	10	2.935390812	0.883640683	0.116359317	0.260869565	0.043478261
Participant_3	84	302	0	0	PATENT	6	4.94	4.29	11	0	6	2.209407364	0.854715441	0.145284559	0.379310345	0.103448276
Participant_3	85	7	1	802	PRAŠAK	6	6.33	6.48	10	4	9	2.83494675	0.894326127	0.105673873	0.18	0.02
Participant_3	86	190	1	561	KORAK	5	6.65	5.48	981	8	13	3.339258469	0.902395046	0.097604954	0.20754717	0.075471698
Participant_3	87	137	1	851	GRUPA	5	6.47	4.96	521	4	25	4.106155623	0.884212485	0.115787515	0.205882353	0.102941176
Participant_3	88	241	1	691	SAVET	5	6.63	2.48	478	6	10	2.742293702	0.825512661	0.174487339	0.422222222	0.333333333
Participant_3	89	123	1	611	IGRA^	5	6.41	6.3	281	2	10	2.605089836	0.784210182	0.215789818	0.306122449	0
Participant_3	90	298	1	621	LOPTA	5	6.79	6.57	270	0	10	2.805370481	0.844500664	0.155499336	0.24137931	0
Participant_3	91	19	1	782	KOMAD	5	6.47	5.26	262	1	13	3.108350206	0.839994823	0.160005177	0.25	0.038461538
Participant_3	92	174	1	851	PLATNO	6	6.39	6.33	173	6	7	2.002835545	0.713424416	0.286575584	0.386363636	0.045454545
Participant_3	93	21	1	691	MARKA	5	6.63	5.26	155	13	9	2.535294237	0.799796284	0.200203716	0.306451613	0.032258065
Participant_3	94	194	0	0	KURS	4	6	2.57	125	1	6	2.265269149	0.876325729	0.123674271	0.276595745	0.042553191
Participant_3	95	26	1	741	LOZA	4	6	4.57	91	12	8	2.397067778	0.799022593	0.200977407	0.327272727	0.072727273
Participant_3	96	258	1	761	TEKST	5	6.65	6.1	87	1	6	2.263061504	0.875471696	0.124528304	0.366666667	0.133333333
Participant_3	97	46	1	691	BRADA	5	6.56	6.7	73	6	5	1.702606614	0.733272756	0.266727244	0.418604651	0
Participant_3	98	221	1	711	TRAKA	5	6.63	6.29	64	12	23	4.124636954	0.911811752	0.088188248	0.126436782	0.011494253
Participant_3	99	13	1	651	VRE]A	5	6.39	6.52	51	4	9	2.580841317	0.814164788	0.185835212	0.382352941	0.205882353
Participant_3	100	216	1	872	SALON	5	6.32	6.1	47	4	11	2.829732674	0.817976184	0.182023816	0.347826087	0.195652174
Participant_3	101	61	1	721	PRENOS	6	6.06	2.7	43	1	14	3.040306297	0.798535035	0.201464965	0.280701754	0.035087719
Participant_3	102	214	0	0	SFERA	5	4.89	3.29	21	2	8	2.457492622	0.819164207	0.180835793	0.340425532	0.106382979
Participant_3	103	83	1	691	PROFIL	6	6.21	4.91	11	1	13	3.022310144	0.816743515	0.183256485	0.339622642	0.150943396
Participant_3	104	210	1	701	KORICA	6	6.28	6.57	10	11	14	3.236059091	0.849949415	0.150050585	0.282608696	0.108695652
Participant_3	105	36	1	691	GRUDI	5	6.42	6.48	831	1	10	2.479748103	0.746478561	0.253521439	0.377777778	0.066666667
Participant_3	106	211	1	571	IZBOR	5	6.56	2.29	406	1	16	3.583179421	0.895794855	0.104205145	0.155555556	0.022222222
Participant_3	107	106	1	741	ZVONO	5	6.61	6.7	375	0	16	3.538045596	0.884511399	0.115488601	0.169014085	0.014084507
